"description","from_road","to_road","length_in_meters","delay_in_seconds","Year","Month (number)","Day of month","Hour","Minute","rua_name","dupl_from","dupl_to"
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,266,174,2018,11,6,20,0,Rua Nova de Santa Cruz,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,266,165,2018,11,6,21,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,251,2018,11,7,9,0,Avenida Central,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,218,198,2018,11,7,13,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,166,2018,11,7,15,0,Avenida da Liberdade,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,306,499,2018,11,7,17,0,Avenida da Liberdade,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,316,2018,11,7,18,0,Avenida da Liberdade,0,0
queuing traffic,Avenida Central,N103 (N101),381,157,2018,11,7,18,0,Avenida Central,0,0
stationary traffic,Avenida António Macedo,Avenida da Liberdade,498,249,2018,11,7,19,0,Avenida da Liberdade,0,0
stationary traffic,Praça Conselheiro Torres Almeida / Rua dos Biscaínhos,Avenida Central,429,255,2018,11,7,19,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,322,206,2018,11,7,19,0,Avenida Padre Júlio Fragata,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),316,182,2018,11,8,9,0,Avenida Central,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,440,587,2018,11,8,9,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,212,2018,11,8,10,0,Avenida da Liberdade,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),469,184,2018,11,8,17,0,Avenida da Liberdade,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,273,2018,11,8,17,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),427,157,2018,11,8,18,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,266,2018,11,8,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),453,233,2018,11,8,19,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,182,2018,11,8,19,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,263,2018,11,8,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Cm1327 (N201),Rua Costa Gomes,199,153,2018,11,8,19,0,Rua Costa Gomes,0,0
stationary traffic,Rua Lusíadas / Rua dos Peões,Rua Nova de Santa Cruz,264,137,2018,11,8,23,0,Rua Nova de Santa Cruz,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),291,124,2018,11,9,9,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,167,2018,11,9,9,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,265,2018,11,9,13,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,179,2018,11,9,14,0,Avenida Central,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,284,251,2018,11,9,14,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,144,2018,11,9,15,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),244,149,2018,11,9,17,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,248,173,2018,11,9,17,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,251,2018,11,9,18,0,Avenida Central,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),306,225,2018,11,9,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,144,2018,11,9,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,266,178,2018,11,9,18,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Estrada da Variante de Real / Rua da Cotorela,Rua Costa Gomes,861,446,2018,11,9,19,0,Rua Costa Gomes,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),266,156,2018,11,9,19,0,Avenida Central,0,0
stationary traffic,Avenida da Imaculada Conceição (N14) / Rua de Sá de Miranda,Avenida da Liberdade,161,195,2018,11,9,19,0,Avenida da Liberdade,0,0
stationary traffic,Avenida João Paulo II,Praça do Condestável (N14) / Avenida Conde Dom Henrique,1269,394,2018,11,9,19,0,Avenida João Paulo II,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),291,172,2018,11,10,12,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),290,159,2018,11,10,13,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,230,2018,11,10,16,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,248,222,2018,11,11,12,0,Avenida da Liberdade,0,0
stationary traffic,Avenida da Liberdade,Avenida Pires Gonçalves,237,270,2018,11,11,16,0,Avenida da Liberdade,0,0
stationary traffic,Avenida João Paulo II,Avenida Padre Júlio Fragata,264,138,2018,11,11,16,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,356,2018,11,12,9,0,Avenida Central,0,0
stationary traffic,Braga-Circular (São Vítor) (N103),Rua Nova de Santa Cruz,385,198,2018,11,12,9,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Rua Costa Gomes,M564 (N205-4),264,280,2018,11,12,15,0,Rua Costa Gomes,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,362,254,2018,11,12,16,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),453,314,2018,11,12,16,0,Avenida Central,0,0
queuing traffic,Avenida Central,N103 (N101),646,364,2018,11,12,18,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,245,2018,11,12,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,218,184,2018,11,12,18,0,Rua Nova de Santa Cruz,0,0
slow traffic,Avenida António Macedo,Avenida da Liberdade,640,149,2018,11,12,19,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),415,222,2018,11,12,19,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,218,136,2018,11,12,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),453,197,2018,11,13,9,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,123,2018,11,13,9,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,228,136,2018,11,13,14,0,Rua Nova de Santa Cruz,0,0
queuing traffic,N101 (Rua De Santa Margarida),Avenida Central,381,182,2018,11,13,18,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,396,2018,11,13,18,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida João Paulo II,205,132,2018,11,13,18,0,Avenida João Paulo II,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,232,2018,11,13,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,266,126,2018,11,13,18,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),205,122,2018,11,13,19,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,149,2018,11,14,16,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,150,2018,11,14,17,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,182,2018,11,14,17,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),329,164,2018,11,14,18,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,498,335,2018,11,14,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,325,2018,11,14,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,266,235,2018,11,14,18,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),270,207,2018,11,14,19,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),453,370,2018,11,15,9,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,264,135,2018,11,15,9,0,Avenida da Liberdade,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,381,546,2018,11,15,9,0,Rua Nova de Santa Cruz,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),336,157,2018,11,15,18,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,306,280,2018,11,15,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,235,2018,11,15,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Rua Lusíadas / Rua dos Peões,Rua Nova de Santa Cruz,251,315,2018,11,15,22,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,240,2018,11,16,9,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,157,2018,11,16,14,0,Avenida Central,0,0
slow traffic,N101 (Rua De Santa Margarida),Avenida Central,615,126,2018,11,16,15,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),291,122,2018,11,16,17,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),205,155,2018,11,16,18,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,306,301,2018,11,16,18,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Dom João II,322,291,2018,11,16,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,228,122,2018,11,16,18,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,327,2018,11,16,19,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),375,164,2018,11,17,11,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),299,210,2018,11,17,12,0,Avenida Central,0,0
stationary traffic,Avenida João Paulo II,Avenida Padre Júlio Fragata,264,127,2018,11,18,16,0,Avenida Padre Júlio Fragata,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,137,2018,11,19,9,0,Avenida Central,0,0
stationary traffic,Braga-Circular (São Vítor) (N103),Rua Nova de Santa Cruz,557,170,2018,11,19,9,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Rua Bernardo Sequeira / Rua Cândido de Oliveira,Avenida da Liberdade,264,162,2018,11,19,11,0,Avenida da Liberdade,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,225,2018,11,19,14,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,215,2018,11,19,16,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,238,2018,11,19,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,180,2018,11,19,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,239,2018,11,19,19,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,264,156,2018,11,19,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,220,2018,11,20,9,0,Avenida Central,0,0
stationary traffic,Caminho de Lamas,Avenida Padre Júlio Fragata,506,168,2018,11,20,11,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,308,204,2018,11,20,15,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),291,184,2018,11,20,16,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,129,2018,11,20,17,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,281,2018,11,20,18,0,Avenida Central,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),147,133,2018,11,20,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,230,2018,11,20,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,290,2018,11,20,19,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,169,2018,11,20,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,306,186,2018,11,21,9,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,169,2018,11,21,9,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,440,488,2018,11,21,9,0,Rua Nova de Santa Cruz,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),291,192,2018,11,21,16,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,336,2018,11,21,16,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,158,2018,11,21,17,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),398,144,2018,11,21,18,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,272,2018,11,21,18,0,Avenida da Liberdade,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,291,223,2018,11,21,18,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,274,2018,11,21,19,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,187,173,2018,11,21,19,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,299,189,2018,11,21,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),361,227,2018,11,22,9,0,Avenida Central,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),205,155,2018,11,22,9,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,149,2018,11,22,9,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,381,759,2018,11,22,9,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),238,170,2018,11,22,13,0,Avenida Central,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,228,187,2018,11,22,13,0,Rua Nova de Santa Cruz,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),263,297,2018,11,22,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,370,263,2018,11,22,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,422,164,2018,11,22,18,0,Rua Nova de Santa Cruz,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),450,161,2018,11,22,19,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,283,2018,11,22,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,422,219,2018,11,22,19,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),205,202,2018,11,23,9,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,264,207,2018,11,23,9,0,Avenida da Liberdade,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,281,268,2018,11,23,9,0,Rua Nova de Santa Cruz,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,152,2018,11,23,11,0,Avenida Central,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,371,184,2018,11,23,13,0,Rua Nova de Santa Cruz,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,345,2018,11,23,14,0,Avenida Central,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Dom João II,205,271,2018,11,23,15,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,211,2018,11,23,16,0,Avenida Central,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,479,381,2018,11,23,17,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,381,2018,11,23,17,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,291,241,2018,11,23,18,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida António Macedo,Avenida da Liberdade,441,187,2018,11,23,18,0,Avenida da Liberdade,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),539,272,2018,11,23,18,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,387,231,2018,11,23,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Rua Nova de Santa Cruz,Avenida João Paulo II,381,194,2018,11,23,18,0,Avenida João Paulo II,0,0
queuing traffic,São Vicente,Avenida Padre Júlio Fragata,615,179,2018,11,23,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),427,240,2018,11,23,19,0,Avenida Central,0,0
stationary traffic,Rua Álvaro,Rua Nova de Santa Cruz,234,238,2018,11,23,19,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Rua Nova de Santa Cruz,Avenida João Paulo II,381,280,2018,11,23,19,0,Avenida João Paulo II,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,190,2018,11,23,20,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,180,2018,11,23,20,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Rua Álvaro,Rua Nova de Santa Cruz,381,138,2018,11,23,20,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Dom João II,205,128,2018,11,23,22,0,Avenida Padre Júlio Fragata,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),290,130,2018,11,24,12,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,156,2018,11,24,14,0,Avenida Central,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),453,203,2018,11,25,17,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,161,2018,11,25,17,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,381,550,2018,11,26,9,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,171,2018,11,26,10,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,276,2018,11,26,15,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,180,2018,11,26,17,0,Avenida Central,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),293,149,2018,11,26,17,0,Avenida da Liberdade,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,234,2018,11,26,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,261,2018,11,26,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),389,218,2018,11,26,19,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,165,2018,11,26,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,231,2018,11,27,9,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,213,2018,11,27,15,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,196,150,2018,11,27,17,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),468,355,2018,11,27,18,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,213,2018,11,27,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),394,278,2018,11,27,19,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,304,173,2018,11,27,19,0,Avenida da Liberdade,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,422,503,2018,11,28,9,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Rua Bernardo Sequeira / Rua Cândido de Oliveira,Avenida da Liberdade,147,157,2018,11,28,13,0,Avenida da Liberdade,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),228,151,2018,11,28,17,0,Avenida da Liberdade,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,498,315,2018,11,28,17,0,Avenida Central,0,0
queuing traffic,N101 (Rua De Santa Margarida),Avenida Central,615,211,2018,11,28,18,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,365,2018,11,28,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,362,2018,11,28,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,440,513,2018,11,29,9,0,Rua Nova de Santa Cruz,0,0
queuing traffic,Avenida Central,N101 (Rua De Santa Margarida),615,152,2018,11,29,9,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,370,179,2018,11,29,9,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,255,2018,11,29,15,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,207,2018,11,29,16,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),394,145,2018,11,29,18,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,279,2018,11,29,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,337,269,2018,11,29,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),394,244,2018,11,29,19,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,186,2018,11,29,19,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,168,2018,11,29,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,228,118,2018,11,29,19,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),371,342,2018,11,30,9,0,Avenida Central,0,0
stationary traffic,Gualtar (N103),Rua Nova de Santa Cruz,498,484,2018,11,30,9,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida João Paulo II,Avenida Padre Júlio Fragata,264,149,2018,11,30,14,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),452,261,2018,11,30,17,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),433,199,2018,11,30,18,0,Avenida Central,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,364,108,2018,11,30,19,0,Rua Costa Gomes,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),452,274,2018,11,30,19,0,Avenida Central,0,0
queuing traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,615,277,2018,11,30,19,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),271,172,2018,12,1,12,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),291,136,2018,12,1,16,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),368,168,2018,12,1,17,0,Avenida Central,0,0
queuing traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,362,124,2018,12,1,17,0,Avenida da Liberdade,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),294,286,2018,12,1,18,0,Avenida da Liberdade,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,410,431,2018,12,1,18,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,151,2018,12,1,22,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,283,2018,12,2,0,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),291,177,2018,12,2,17,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,224,2018,12,2,18,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),252,257,2018,12,2,19,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,188,2018,12,2,20,0,Avenida Central,0,0
stationary traffic,São Vicente,Avenida Padre Júlio Fragata,551,298,2018,12,3,9,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,264,168,2018,12,3,9,0,Avenida da Liberdade,0,0
